Time,Open,Close,High,Low,Volume
2022-03-13 03:00:00,0.27999000,0.26047000,0.28170000,0.25365000,84232308.00000000
2022-03-13 02:00:00,0.27061000,0.27999000,0.29700000,0.26302000,194323163.90000000
2022-03-13 01:00:00,0.23832000,0.27070000,0.28640000,0.23800000,122076567.70000000
2022-03-13 00:00:00,0.22552000,0.23816000,0.24363000,0.22420000,50525603.40000000
2022-03-12 23:00:00,0.24195000,0.22556000,0.24500000,0.22140000,60432215.10000000
2022-03-12 22:00:00,0.22797000,0.24194000,0.24800000,0.22600000,75048832.60000000
2022-03-12 21:00:00,0.23095000,0.22835000,0.23986000,0.22422000,64700564.20000000
2022-03-12 20:00:00,0.26294000,0.23082000,0.26299000,0.23078000,82706936.40000000
2022-03-12 19:00:00,0.24370000,0.26299000,0.26685000,0.23860000,85674265.20000000
2022-03-12 18:00:00,0.25958000,0.24379000,0.26056000,0.23378000,84235927.10000000
2022-03-12 17:00:00,0.24801000,0.25963000,0.26100000,0.23850000,153749438.60000000
2022-03-12 16:00:00,0.28562000,0.24801000,0.30800000,0.24700000,307432765.40000000
2022-03-12 15:00:00,0.24022000,0.28534000,0.29290000,0.23000000,254850641.80000000
2022-03-12 14:00:00,0.18250000,0.24022000,0.24739000,0.18101000,208434334.30000000
2022-03-12 13:00:00,0.18959000,0.18250000,0.18960000,0.17633000,39560964.70000000
2022-03-12 12:00:00,0.18593000,0.18978000,0.19390000,0.18000000,50571192.50000000
2022-03-12 11:00:00,0.20760000,0.18566000,0.20768000,0.17850000,114384053.90000000
2022-03-12 10:00:00,0.16343000,0.20768000,0.21000000,0.16311000,97331233.90000000
2022-03-12 09:00:00,0.17394000,0.16340000,0.17566000,0.16311000,43114019.40000000
2022-03-12 08:00:00,0.16003000,0.17394000,0.18500000,0.15562000,123841047.80000000
2022-03-12 07:00:00,0.14420000,0.15958000,0.16600000,0.14005000,61263933.60000000
2022-03-12 06:00:00,0.14205000,0.14422000,0.15000000,0.14101000,18310446.80000000
2022-03-12 05:00:00,0.14398000,0.14205000,0.14728000,0.13916000,15090591.50000000
2022-03-12 04:00:00,0.13460000,0.14399000,0.14800000,0.13459000,26715355.80000000
2022-03-12 03:00:00,0.13976000,0.13495000,0.14137000,0.13256000,15660842.50000000
2022-03-12 02:00:00,0.13661000,0.14015000,0.14800000,0.13650000,31857735.90000000
2022-03-12 01:00:00,0.14650000,0.13661000,0.15065000,0.13518000,55609855.30000000
2022-03-12 00:00:00,0.14313000,0.14646000,0.15880000,0.13582000,134285577.00000000
2022-03-11 23:00:00,0.13274000,0.14335000,0.14600000,0.12659000,67307529.70000000
2022-03-11 22:00:00,0.12545000,0.13274000,0.13792000,0.12020000,52268803.20000000
2022-03-11 21:00:00,0.12140000,0.12540000,0.12987000,0.11903000,37309565.50000000
2022-03-11 20:00:00,0.10978000,0.12141000,0.12637000,0.10780000,59111880.30000000
2022-03-11 19:00:00,0.10599000,0.10974000,0.11256000,0.10500000,13545426.40000000
2022-03-11 18:00:00,0.10785000,0.10600000,0.10906000,0.10584000,6890116.00000000
2022-03-11 17:00:00,0.11217000,0.10778000,0.11294000,0.10725000,7578607.00000000
2022-03-11 16:00:00,0.11098000,0.11218000,0.11357000,0.11037000,5092634.20000000
2022-03-11 15:00:00,0.11093000,0.11099000,0.11500000,0.10937000,12540617.60000000
2022-03-11 14:00:00,0.10070000,0.11093000,0.11453000,0.10052000,23515991.90000000
2022-03-11 13:00:00,0.10306000,0.10072000,0.10400000,0.10056000,6740456.80000000
2022-03-11 12:00:00,0.10448000,0.10304000,0.10580000,0.10284000,3394983.70000000
2022-03-11 11:00:00,0.10300000,0.10439000,0.10613000,0.10250000,5711983.40000000
2022-03-11 10:00:00,0.10600000,0.10280000,0.10611000,0.10006000,19544405.20000000
2022-03-11 09:00:00,0.11146000,0.10592000,0.11278000,0.10516000,8855996.70000000
2022-03-11 08:00:00,0.11677000,0.11146000,0.11765000,0.11001000,7023810.40000000
2022-03-11 07:00:00,0.11438000,0.11677000,0.11782000,0.11357000,5296190.10000000
2022-03-11 06:00:00,0.11425000,0.11431000,0.11793000,0.11220000,6213199.90000000
2022-03-11 05:00:00,0.11299000,0.11404000,0.11610000,0.11297000,3877674.90000000
2022-03-11 04:00:00,0.11382000,0.11299000,0.11426000,0.11200000,2411911.70000000
2022-03-11 03:00:00,0.11064000,0.11370000,0.11792000,0.11005000,11564677.10000000
2022-03-11 02:00:00,0.11180000,0.11078000,0.11250000,0.11000000,7902720.30000000
2022-03-11 01:00:00,0.11617000,0.11180000,0.11621000,0.11154000,7760657.00000000
2022-03-11 00:00:00,0.11219000,0.11600000,0.11900000,0.11100000,19949171.40000000
2022-03-10 23:00:00,0.11538000,0.11180000,0.12373000,0.11180000,25613883.30000000
2022-03-10 22:00:00,0.12344000,0.11538000,0.12361000,0.11280000,33036150.40000000
2022-03-10 21:00:00,0.13227000,0.12357000,0.13329000,0.11914000,39946350.70000000
2022-03-10 20:00:00,0.13739000,0.13227000,0.13800000,0.12950000,34143068.20000000
2022-03-10 19:00:00,0.13543000,0.13748000,0.13946000,0.13322000,18317923.20000000
2022-03-10 18:00:00,0.14097000,0.13553000,0.14217000,0.13255000,27727309.20000000
2022-03-10 17:00:00,0.13252000,0.14120000,0.14375000,0.13252000,47967711.10000000
2022-03-10 16:00:00,0.13344000,0.13252000,0.13361000,0.12880000,20425655.90000000
2022-03-10 15:00:00,0.13731000,0.13344000,0.13890000,0.13222000,13672118.00000000
2022-03-10 14:00:00,0.13394000,0.13732000,0.13900000,0.13100000,26159326.30000000
2022-03-10 13:00:00,0.12962000,0.13400000,0.13871000,0.12851000,30990948.70000000
2022-03-10 12:00:00,0.13026000,0.12981000,0.13412000,0.12765000,20957625.20000000
2022-03-10 11:00:00,0.13897000,0.13030000,0.13898000,0.12920000,25574514.40000000
2022-03-10 10:00:00,0.13725000,0.13898000,0.14500000,0.13641000,42000310.10000000
2022-03-10 09:00:00,0.13121000,0.13745000,0.13913000,0.13100000,25934654.80000000
2022-03-10 08:00:00,0.13308000,0.13121000,0.13480000,0.12951000,18552098.10000000
2022-03-10 07:00:00,0.13037000,0.13262000,0.14050000,0.12949000,32046949.80000000
2022-03-10 06:00:00,0.12768000,0.13020000,0.13400000,0.12768000,16490720.90000000
2022-03-10 05:00:00,0.13550000,0.12768000,0.13550000,0.12500000,25716995.80000000
2022-03-10 04:00:00,0.13610000,0.13549000,0.14117000,0.13100000,31996045.00000000
2022-03-10 03:00:00,0.13732000,0.13611000,0.14450000,0.13395000,47751424.50000000
2022-03-10 02:00:00,0.13088000,0.13731000,0.14300000,0.13000000,63173152.20000000
2022-03-10 01:00:00,0.13201000,0.13083000,0.13500000,0.12617000,68146007.50000000
2022-03-10 00:00:00,0.14384000,0.13162000,0.14920000,0.13042000,81338617.90000000
2022-03-09 23:00:00,0.14879000,0.14399000,0.15150000,0.13333000,127611288.00000000
2022-03-09 22:00:00,0.15720000,0.14878000,0.16109000,0.14650000,95578004.60000000
2022-03-09 21:00:00,0.15246000,0.15722000,0.17359000,0.14625000,289307438.10000000
2022-03-09 20:00:00,0.01000000,0.15250000,0.19000000,0.01000000,791699142.70000000
2022-03-30 22:00:00,2.16917000,2.09229000,2.33892000,2.08011000,104235847.60000000
2022-03-30 21:00:00,1.98893000,2.16916000,2.20901000,1.96204000,59562820.20000000
2022-03-30 20:00:00,2.06234000,1.98893000,2.07659000,1.94659000,29735924.10000000
2022-03-30 19:00:00,1.95367000,2.06191000,2.09900000,1.93310000,43322474.90000000
2022-03-30 18:00:00,1.95786000,1.95367000,2.04000000,1.92264000,48271136.70000000
2022-03-30 17:00:00,1.97102000,1.95860000,1.99731000,1.88182000,60501507.00000000
2022-03-30 16:00:00,2.02025000,1.97102000,2.03769000,1.91510000,67894283.70000000
2022-03-30 15:00:00,2.13999000,2.02033000,2.19000000,1.96663000,70386397.70000000
2022-03-30 14:00:00,2.10223000,2.13999000,2.22220000,2.06135000,89679874.80000000
2022-03-30 13:00:00,1.87108000,2.10248000,2.23939000,1.85000000,162356254.20000000
2022-03-30 12:00:00,1.77013000,1.87108000,1.87290000,1.73900000,63444096.70000000
2022-03-30 11:00:00,1.66000000,1.77021000,1.80000000,1.64110000,45016953.00000000
2022-03-30 10:00:00,1.66333000,1.66000000,1.73000000,1.65310000,27970284.60000000
2022-03-30 09:00:00,1.69181000,1.66337000,1.75000000,1.61546000,42520688.20000000
2022-03-30 08:00:00,1.68221000,1.69140000,1.71154000,1.61461000,49391841.90000000
2022-03-30 07:00:00,1.79892000,1.68220000,1.87321000,1.63228000,99368364.30000000
2022-03-30 06:00:00,1.78124000,1.79874000,1.83000000,1.71200000,58870292.00000000
2022-03-30 05:00:00,1.69676000,1.78124000,1.84000000,1.67432000,108161606.80000000
2022-03-30 04:00:00,1.46159000,1.69731000,1.85360000,1.45502000,162363235.40000000
2022-03-30 03:00:00,1.44251000,1.46220000,1.49500000,1.41214000,43685405.90000000
2022-03-30 02:00:00,1.45617000,1.44265000,1.52200000,1.42500000,81428778.50000000
2022-03-30 01:00:00,1.27629000,1.45716000,1.50032000,1.26500000,188026358.40000000
2022-03-30 00:00:00,1.21153000,1.27587000,1.29647000,1.18007000,69263364.40000000
2022-03-29 23:00:00,1.16701000,1.21076000,1.22737000,1.15445000,59198076.90000000
2022-03-29 22:00:00,1.15287000,1.16669000,1.17175000,1.13251000,23760803.40000000
2022-03-29 21:00:00,1.17284000,1.15204000,1.18685000,1.13577000,56896876.90000000
2022-03-29 20:00:00,1.15947000,1.17294000,1.18000000,1.12501000,49389932.00000000
2022-03-29 19:00:00,1.08676000,1.15924000,1.17500000,1.08358000,50397238.10000000
2022-03-29 18:00:00,1.10797000,1.08636000,1.11136000,1.07800000,21705251.20000000
2022-03-29 17:00:00,1.09263000,1.10797000,1.15143000,1.08368000,59253217.20000000
2022-03-29 16:00:00,1.05435000,1.09264000,1.10000000,1.04886000,24906871.30000000
2022-03-29 15:00:00,1.05119000,1.05429000,1.05859000,1.03146000,17047595.90000000
2022-03-29 14:00:00,1.06687000,1.05117000,1.07306000,1.04014000,14468293.20000000
2022-03-29 13:00:00,1.05128000,1.06648000,1.07293000,1.04600000,15400043.40000000
2022-03-29 12:00:00,1.05887000,1.05109000,1.08499000,1.04121000,17556938.20000000
2022-03-29 11:00:00,1.08196000,1.05880000,1.10300000,1.05700000,19230626.40000000
2022-03-29 10:00:00,1.09049000,1.08197000,1.10696000,1.06980000,25997411.00000000
2022-03-29 09:00:00,1.14910000,1.09053000,1.14921000,1.08300000,39878649.90000000
2022-03-29 08:00:00,1.13152000,1.14849000,1.17500000,1.11416000,47892263.80000000
2022-03-29 07:00:00,1.02977000,1.13152000,1.15000000,1.02842000,55984617.10000000
2022-03-29 06:00:00,1.04602000,1.02977000,1.05429000,1.02162000,15944527.30000000
2022-03-29 05:00:00,1.06447000,1.04569000,1.07800000,1.00859000,25652364.30000000
2022-03-29 04:00:00,1.07299000,1.06441000,1.08290000,1.05063000,17595869.80000000
2022-03-29 03:00:00,1.06275000,1.07299000,1.07500000,1.05585000,15571052.10000000
2022-03-29 02:00:00,1.06182000,1.06266000,1.09100000,1.04509000,40025643.60000000
2022-03-29 01:00:00,1.03366000,1.06182000,1.09140000,1.03237000,63502869.00000000
2022-03-29 00:00:00,1.03128000,1.03391000,1.06661000,1.02000000,39410018.20000000
2022-03-28 23:00:00,1.01729000,1.03117000,1.03500000,1.00000000,26432526.40000000
2022-03-28 22:00:00,1.02248000,1.01732000,1.06666000,0.99500000,57774576.30000000
2022-03-28 21:00:00,1.00431000,1.02230000,1.03500000,0.99450000,37746342.80000000
2022-03-28 20:00:00,1.01926000,1.00434000,1.03000000,0.98201000,46376984.90000000
2022-03-28 19:00:00,1.02806000,1.01942000,1.05500000,1.00951000,93684290.90000000
2022-03-28 18:00:00,0.95000000,1.02827000,1.03267000,0.93500000,58499708.80000000
2022-03-28 17:00:00,0.97516000,0.95000000,0.99000000,0.93546000,60276070.10000000
2022-03-28 16:00:00,0.90821000,0.97487000,0.98674000,0.90214000,87448745.00000000
2022-03-28 15:00:00,0.86740000,0.90845000,0.92397000,0.86200000,89962307.80000000
2022-03-28 14:00:00,0.78429000,0.86769000,0.87800000,0.78414000,77634091.90000000
2022-03-28 13:00:00,0.78160000,0.78406000,0.78500000,0.77300000,6205822.60000000
2022-03-28 12:00:00,0.78148000,0.78154000,0.78252000,0.77045000,5855392.00000000
2022-03-28 11:00:00,0.78068000,0.78148000,0.78474000,0.77600000,6542834.60000000
2022-03-28 10:00:00,0.77742000,0.78059000,0.78860000,0.77338000,9132726.80000000
2022-03-28 09:00:00,0.78856000,0.77729000,0.78856000,0.76494000,12351762.70000000
2022-03-28 08:00:00,0.77115000,0.78856000,0.79370000,0.76579000,16841294.80000000
2022-03-28 07:00:00,0.76796000,0.77113000,0.77471000,0.76524000,4145851.00000000
2022-03-28 06:00:00,0.76298000,0.76792000,0.77701000,0.76000000,6778455.30000000
2022-03-28 05:00:00,0.75900000,0.76294000,0.77000000,0.75562000,6955205.30000000
2022-03-28 04:00:00,0.75252000,0.75899000,0.76000000,0.74512000,5548164.60000000
2022-03-28 03:00:00,0.75668000,0.75276000,0.75780000,0.75100000,1948336.70000000
2022-03-28 02:00:00,0.75671000,0.75668000,0.75750000,0.75100000,2143213.00000000
2022-03-28 01:00:00,0.75571000,0.75676000,0.76230000,0.75474000,4050975.20000000
2022-03-28 00:00:00,0.75457000,0.75581000,0.76182000,0.75134000,4797065.20000000
2022-03-27 23:00:00,0.75535000,0.75436000,0.75800000,0.73803000,14979644.30000000
2022-03-27 22:00:00,0.76050000,0.75538000,0.76403000,0.75238000,7752917.10000000
2022-03-27 21:00:00,0.76099000,0.76049000,0.77125000,0.75800000,10269773.10000000
2022-03-27 20:00:00,0.77304000,0.76099000,0.77840000,0.76000000,8073562.80000000
2022-03-27 19:00:00,0.77514000,0.77329000,0.77889000,0.77050000,5551074.80000000
2022-03-27 18:00:00,0.78416000,0.77507000,0.78416000,0.77409000,8802386.90000000
2022-03-27 17:00:00,0.77079000,0.78450000,0.79397000,0.77061000,17042616.70000000
2022-03-27 16:00:00,0.77222000,0.77080000,0.77286000,0.76657000,3418419.00000000
2022-03-27 15:00:00,0.77405000,0.77222000,0.77899000,0.76962000,4957849.90000000
2022-03-27 14:00:00,0.76867000,0.77400000,0.77760000,0.76815000,7079511.20000000
2022-03-27 13:00:00,0.76303000,0.76868000,0.77000000,0.76139000,2645045.80000000
2022-03-27 12:00:00,0.76638000,0.76333000,0.77160000,0.76116000,3826880.10000000
2022-03-27 11:00:00,0.76742000,0.76636000,0.77263000,0.76400000,3671151.10000000
2022-03-27 10:00:00,0.76404000,0.76720000,0.77745000,0.76300000,9640684.60000000
2022-03-27 09:00:00,0.76248000,0.76388000,0.76698000,0.75551000,4498723.50000000
2022-03-27 08:00:00,0.76415000,0.76260000,0.77281000,0.75400000,8088912.40000000
2022-03-27 07:00:00,0.76306000,0.76419000,0.77001000,0.75630000,6888185.10000000
2022-03-27 06:00:00,0.76000000,0.76306000,0.76337000,0.75428000,3214109.10000000
2022-03-27 05:00:00,0.76099000,0.76000000,0.76380000,0.75029000,6334861.30000000
2022-03-27 04:00:00,0.76124000,0.76070000,0.76698000,0.75831000,5028052.10000000
2022-03-27 03:00:00,0.77070000,0.76163000,0.77140000,0.75828000,4991496.50000000
2022-03-27 02:00:00,0.76954000,0.77071000,0.77200000,0.76602000,4431121.80000000
2022-03-27 01:00:00,0.76218000,0.76935000,0.77374000,0.76065000,7230401.10000000
2022-03-27 00:00:00,0.77270000,0.76218000,0.77415000,0.75763000,9710731.80000000
2022-03-26 23:00:00,0.76541000,0.77249000,0.77526000,0.76274000,7006325.50000000
2022-03-26 22:00:00,0.76938000,0.76551000,0.78135000,0.76494000,17260854.40000000
2022-03-26 21:00:00,0.76521000,0.76939000,0.77253000,0.75962000,8331128.70000000
2022-03-26 20:00:00,0.76315000,0.76521000,0.76845000,0.75500000,13413311.40000000
2022-03-26 19:00:00,0.77432000,0.76311000,0.77730000,0.76210000,9636956.30000000
2022-03-26 18:00:00,0.77318000,0.77394000,0.78200000,0.76716000,8220293.80000000
2022-03-26 17:00:00,0.78459000,0.77307000,0.78787000,0.76707000,14908250.70000000
2022-03-26 16:00:00,0.79555000,0.78442000,0.80110000,0.78110000,14270653.90000000
2022-03-26 15:00:00,0.79463000,0.79564000,0.80297000,0.78644000,10054182.40000000
2022-03-26 14:00:00,0.79667000,0.79451000,0.81000000,0.79000000,11378839.40000000
2022-03-26 13:00:00,0.79200000,0.79667000,0.80500000,0.78145000,14325277.10000000
2022-03-26 12:00:00,0.81187000,0.79200000,0.81775000,0.78703000,16458038.00000000
2022-03-26 11:00:00,0.81128000,0.81169000,0.81996000,0.79833000,15397726.30000000
2022-03-26 10:00:00,0.81403000,0.81114000,0.83800000,0.80700000,37529808.50000000
2022-03-26 09:00:00,0.78195000,0.81370000,0.82694000,0.77635000,55290560.30000000
2022-03-26 08:00:00,0.78087000,0.78222000,0.79836000,0.76684000,22703993.50000000
2022-03-26 07:00:00,0.76064000,0.78087000,0.78608000,0.75689000,15523859.70000000
2022-03-26 06:00:00,0.78801000,0.76110000,0.79523000,0.75300000,21543297.70000000
2022-03-26 05:00:00,0.77410000,0.78801000,0.79000000,0.76670000,12348895.80000000
2022-03-26 04:00:00,0.76947000,0.77430000,0.77635000,0.76115000,7694975.70000000
2022-03-26 03:00:00,0.76089000,0.76941000,0.77635000,0.75655000,9914623.90000000
2022-03-26 02:00:00,0.76131000,0.76089000,0.76750000,0.75368000,7766031.40000000
2022-03-26 01:00:00,0.75306000,0.76150000,0.76230000,0.74319000,11996318.20000000
2022-03-26 00:00:00,0.76449000,0.75299000,0.77720000,0.74826000,16639462.00000000
2022-03-25 23:00:00,0.76948000,0.76441000,0.77634000,0.75390000,26499747.60000000
2022-03-25 22:00:00,0.77136000,0.76943000,0.79999000,0.76660000,40495019.20000000
2022-03-25 21:00:00,0.74539000,0.77159000,0.78350000,0.74539000,52317987.20000000
2022-03-25 20:00:00,0.72982000,0.74540000,0.75117000,0.71758000,18117609.00000000
2022-03-25 19:00:00,0.70984000,0.72969000,0.73627000,0.70664000,14970682.90000000
2022-03-25 18:00:00,0.71636000,0.71000000,0.72000000,0.70750000,6805426.80000000
2022-03-25 17:00:00,0.70988000,0.71653000,0.72399000,0.70748000,11064723.20000000
2022-03-25 16:00:00,0.70366000,0.70988000,0.71777000,0.68741000,14020801.30000000
2022-03-25 15:00:00,0.71101000,0.70368000,0.71899000,0.69491000,14805629.80000000
2022-03-25 14:00:00,0.72438000,0.71101000,0.72597000,0.70403000,15113402.30000000
2022-03-25 13:00:00,0.69276000,0.72438000,0.72722000,0.69258000,22631108.60000000
2022-03-25 12:00:00,0.68869000,0.69275000,0.69375000,0.68536000,5736754.70000000
2022-03-25 11:00:00,0.69074000,0.68895000,0.69500000,0.68443000,7935631.80000000
2022-03-25 10:00:00,0.68112000,0.69085000,0.69387000,0.67904000,10163832.40000000
2022-03-25 09:00:00,0.69160000,0.68114000,0.69862000,0.67358000,17258264.80000000
2022-03-25 08:00:00,0.70076000,0.69166000,0.72047000,0.67936000,31680902.10000000
2022-03-25 07:00:00,0.75323000,0.70093000,0.75626000,0.69361000,25065649.70000000
2022-03-25 06:00:00,0.75711000,0.75341000,0.75759000,0.75030000,2175732.70000000
2022-03-25 05:00:00,0.75102000,0.75704000,0.75873000,0.74801000,3176720.60000000
2022-03-25 04:00:00,0.74903000,0.75101000,0.75291000,0.74665000,3754717.80000000
2022-03-25 03:00:00,0.75155000,0.74882000,0.75488000,0.74638000,4568021.40000000
2022-03-25 02:00:00,0.75539000,0.75156000,0.76103000,0.75000000,4109652.90000000
2022-03-25 01:00:00,0.76848000,0.75577000,0.76899000,0.75500000,6255707.30000000
2022-03-25 00:00:00,0.76305000,0.76879000,0.77113000,0.75347000,10863321.80000000
2022-03-24 23:00:00,0.76075000,0.76327000,0.76581000,0.75355000,6862779.30000000
2022-03-24 22:00:00,0.75356000,0.76076000,0.76100000,0.75200000,5814513.20000000
2022-03-24 21:00:00,0.75170000,0.75390000,0.75757000,0.74500000,8278922.20000000
2022-03-24 20:00:00,0.75561000,0.75170000,0.76749000,0.75133000,8661833.00000000
2022-03-24 19:00:00,0.75512000,0.75553000,0.76182000,0.75429000,4718898.90000000
2022-03-24 18:00:00,0.75900000,0.75513000,0.75950000,0.75100000,4806351.20000000
2022-03-24 17:00:00,0.76783000,0.75900000,0.77168000,0.75001000,10649301.70000000
2022-03-24 16:00:00,0.78090000,0.76833000,0.79000000,0.76180000,17686796.60000000
2022-03-24 15:00:00,0.75215000,0.78090000,0.78571000,0.75060000,11412000.50000000
2022-03-24 14:00:00,0.74971000,0.75224000,0.75828000,0.74856000,6176424.50000000
2022-03-24 13:00:00,0.74666000,0.74972000,0.75100000,0.74029000,4909453.30000000
2022-03-24 12:00:00,0.74714000,0.74660000,0.74979000,0.74000000,6639429.40000000
2022-03-24 11:00:00,0.75486000,0.74714000,0.75730000,0.74507000,4577124.50000000
2022-03-24 10:00:00,0.75100000,0.75487000,0.75927000,0.74528000,4907178.10000000
2022-03-24 09:00:00,0.74940000,0.75100000,0.75665000,0.74609000,6407296.60000000
2022-03-24 08:00:00,0.76876000,0.74945000,0.77100000,0.73300000,16895507.40000000
2022-03-24 07:00:00,0.76222000,0.76876000,0.77700000,0.76122000,8674100.40000000
2022-03-24 06:00:00,0.76349000,0.76202000,0.76547000,0.75825000,3990910.40000000
2022-03-24 05:00:00,0.76341000,0.76334000,0.76712000,0.75595000,5131714.10000000
2022-03-24 04:00:00,0.76980000,0.76341000,0.77350000,0.76100000,5992426.00000000
2022-03-24 03:00:00,0.76974000,0.77012000,0.77688000,0.76748000,6459794.00000000
2022-03-24 02:00:00,0.76850000,0.77008000,0.77950000,0.76600000,8721817.50000000
2022-03-24 01:00:00,0.78499000,0.76850000,0.79000000,0.76500000,19251583.10000000
2022-03-24 00:00:00,0.76050000,0.78500000,0.80200000,0.75016000,39659055.10000000
2022-03-23 23:00:00,0.75372000,0.76050000,0.76625000,0.74772000,11113623.30000000
2022-03-23 22:00:00,0.75374000,0.75364000,0.76058000,0.74834000,6909080.20000000
2022-03-23 21:00:00,0.76300000,0.75374000,0.76700000,0.75041000,9128949.00000000
2022-03-23 20:00:00,0.75399000,0.76300000,0.76800000,0.74808000,8340082.60000000
2022-03-23 19:00:00,0.74710000,0.75399000,0.76395000,0.74540000,8786252.60000000
2022-03-23 18:00:00,0.75860000,0.74731000,0.75899000,0.74701000,6707160.60000000
2022-03-23 17:00:00,0.76104000,0.75835000,0.76462000,0.75409000,7308426.20000000
2022-03-23 16:00:00,0.75758000,0.76077000,0.76497000,0.74600000,11154933.00000000
2022-03-23 15:00:00,0.76802000,0.75763000,0.77199000,0.75200000,10371311.20000000
2022-03-23 14:00:00,0.75267000,0.76804000,0.77250000,0.74355000,14315252.40000000
2022-03-23 13:00:00,0.74273000,0.75267000,0.75593000,0.73355000,14090922.40000000
2022-03-23 12:00:00,0.76822000,0.74274000,0.76995000,0.73500000,19560987.90000000
2022-03-23 11:00:00,0.77216000,0.76820000,0.77300000,0.76330000,5755337.70000000
2022-03-23 10:00:00,0.77304000,0.77162000,0.77801000,0.76676000,6428901.80000000
2022-03-23 09:00:00,0.76765000,0.77304000,0.77550000,0.75721000,14981574.60000000
2022-03-23 08:00:00,0.80665000,0.76755000,0.82237000,0.76217000,31555172.20000000
2022-03-23 07:00:00,0.80175000,0.80704000,0.81517000,0.78762000,20954922.20000000
2022-03-23 06:00:00,0.78081000,0.80175000,0.80231000,0.77926000,9466623.80000000
2022-03-23 05:00:00,0.80032000,0.78105000,0.80426000,0.77367000,12469209.60000000
2022-03-23 04:00:00,0.77727000,0.80020000,0.81100000,0.77098000,23808475.60000000
2022-03-23 03:00:00,0.77659000,0.77723000,0.78900000,0.77000000,12801014.70000000
2022-03-23 02:00:00,0.76336000,0.77651000,0.78793000,0.75927000,15237643.80000000
2022-03-23 01:00:00,0.76750000,0.76339000,0.77555000,0.76024000,11447913.60000000
2022-03-23 00:00:00,0.77233000,0.76750000,0.78200000,0.75527000,17346027.00000000
2022-03-22 23:00:00,0.78752000,0.77231000,0.79109000,0.76269000,22212839.60000000
2022-03-22 22:00:00,0.76387000,0.78775000,0.79676000,0.75888000,24438683.30000000
2022-03-22 21:00:00,0.77328000,0.76367000,0.77775000,0.75629000,24985913.10000000
2022-03-22 20:00:00,0.79881000,0.77323000,0.80700000,0.76330000,35783508.50000000
2022-03-22 19:00:00,0.80136000,0.79880000,0.81500000,0.79231000,17096137.00000000
2022-03-22 18:00:00,0.81514000,0.80104000,0.82153000,0.79732000,18085330.90000000
2022-03-22 17:00:00,0.79703000,0.81542000,0.82798000,0.79100000,28286793.80000000
2022-03-22 16:00:00,0.78433000,0.79726000,0.81800000,0.77000000,34797697.40000000
2022-03-22 15:00:00,0.80345000,0.78449000,0.80616000,0.78221000,20704622.20000000
2022-03-22 14:00:00,0.78680000,0.80360000,0.80614000,0.76566000,34493593.20000000
2022-03-22 13:00:00,0.78415000,0.78678000,0.80341000,0.77760000,30428749.40000000
2022-03-22 12:00:00,0.81760000,0.78410000,0.82299000,0.78409000,44590668.80000000
